location,x_coord,y_coord,z_coord,orientation
PAL0202151301,95000,18900,9000,4
PAL0202151302,95000,19800,9000,4
PAL0202151303,95000,20700,9000,4
PAL0202151501,95000,18900,10500,4
PAL0202151502,95000,19800,10500,4
PAL0202151503,95000,20700,10500,4
PAL0202160101,99700,18900,0,2
PAL0202160102,99700,19800,0,2
PAL0202160103,99700,20700,0,2
PAL0202160301,99700,18900,1500,2
PAL0202160302,99700,19800,1500,2
PAL0202160303,99700,20700,1500,2
PAL0202160501,99700,18900,3000,2
PAL0202160502,99700,19800,3000,2
PAL0202160503,99700,20700,3000,2
PAL0202160701,99700,18900,4500,2
PAL0202160702,99700,19800,4500,2
PAL0202160703,99700,20700,4500,2
PAL0202160901,99700,18900,6000,2
PAL0202160902,99700,19800,6000,2
PAL0202160903,99700,20700,6000,2
PAL0202161101,99700,18900,7500,2
PAL0202161102,99700,19800,7500,2
PAL0202161103,99700,20700,7500,2
PAL0202161301,99700,18900,9000,2
PAL0202161302,99700,19800,9000,2
PAL0202161303,99700,20700,9000,2
PAL0202161501,99700,18900,10500,2
PAL0202161502,99700,19800,10500,2
PAL0202161503,99700,20700,10500,2
PAL0202170101,95000,21600,0,4
PAL0202170102,95000,22500,0,4
PAL0202170103,95000,23400,0,4
PAL0202170301,95000,21600,1500,4
PAL0202170302,95000,22500,1500,4
PAL0202170303,95000,23400,1500,4
PAL0202170501,95000,21600,3000,4
PAL0202170502,95000,22500,3000,4
PAL0202170503,95000,23400,3000,4
PAL0202170701,95000,21600,4500,4
PAL0202170702,95000,22500,4500,4
PAL0202170703,95000,23400,4500,4
PAL0202170901,95000,21600,6000,4
PAL0202170902,95000,22500,6000,4
PAL0202170903,95000,23400,6000,4
PAL0202171101,95000,21600,7500,4
PAL0202171102,95000,22500,7500,4
PAL0202171103,95000,23400,7500,4
PAL0202171301,95000,21600,9000,4
PAL0202171302,95000,22500,9000,4
PAL0202171303,95000,23400,9000,4
PAL0202171501,95000,21600,10500,4
PAL0202171502,95000,22500,10500,4
PAL0202171503,95000,23400,10500,4
PAL0202180101,99700,21600,0,2
PAL0202180102,99700,22500,0,2
PAL0202180103,99700,23400,0,2
PAL0202180301,99700,21600,1500,2
PAL0202180302,99700,22500,1500,2
PAL0202180303,99700,23400,1500,2
PAL0202180501,99700,21600,3000,2
PAL0202180502,99700,22500,3000,2
PAL0202180503,99700,23400,3000,2
PAL0202180701,99700,21600,4500,2
PAL0202180702,99700,22500,4500,2
PAL0202180703,99700,23400,4500,2
PAL0202180901,99700,21600,6000,2
PAL0202180902,99700,22500,6000,2
PAL0202180903,99700,23400,6000,2
PAL0202181101,99700,21600,7500,2
PAL0202181102,99700,22500,7500,2
PAL0202181103,99700,23400,7500,2
PAL0202181301,99700,21600,9000,2
PAL0202181302,99700,22500,9000,2
PAL0202181303,99700,23400,9000,2
PAL0202181501,99700,21600,10500,2
PAL0202181502,99700,22500,10500,2
PAL0202181503,99700,23400,10500,2
PAL0202190101,95000,24200,0,4
PAL0202190102,95000,25100,0,4
PAL0202190103,95000,26000,0,4
PAL0202190301,95000,24200,1500,4
PAL0202190302,95000,25100,1500,4
PAL0202190303,95000,26000,1500,4
PAL0202190501,95000,24200,3000,4
PAL0202190502,95000,25100,3000,4
PAL0202190503,95000,26000,3000,4
PAL0202190701,95000,24200,4500,4
PAL0202190702,95000,25100,4500,4
PAL0202190703,95000,26000,4500,4
PAL0202190901,95000,24200,6000,4
PAL0202190902,95000,25100,6000,4
PAL0202190903,95000,26000,6000,4
PAL0202191101,95000,24200,7500,4
PAL0202191102,95000,25100,7500,4
PAL0202191103,95000,26000,7500,4
PAL0202191301,95000,24200,9000,4
PAL0202191302,95000,25100,9000,4
PAL0202191303,95000,26000,9000,4
PAL0202191501,95000,24200,10500,4
PAL0202191502,95000,25100,10500,4
PAL0202191503,95000,26000,10500,4
PAL0202200101,99700,24200,0,2
PAL0202200102,99700,25100,0,2
PAL0202200103,99700,26000,0,2
PAL0202200301,99700,24200,1500,2
PAL0202200302,99700,25100,1500,2
PAL0202200303,99700,26000,1500,2
PAL0202200501,99700,24200,3000,2
PAL0202200502,99700,25100,3000,2
PAL0202200503,99700,26000,3000,2
PAL0202200701,99700,24200,4500,2
PAL0202200702,99700,25100,4500,2
PAL0202200703,99700,26000,4500,2
PAL0202200901,99700,24200,6000,2
PAL0202200902,99700,25100,6000,2
PAL0202200903,99700,26000,6000,2
PAL0202201101,99700,24200,7500,2
PAL0202201102,99700,25100,7500,2
PAL0202201103,99700,26000,7500,2
PAL0202201301,99700,24200,9000,2
PAL0202201302,99700,25100,9000,2
PAL0202201303,99700,26000,9000,2
PAL0202201501,99700,24200,10500,2
PAL0202201502,99700,25100,10500,2
PAL0202201503,99700,26000,10500,2
PAL0202210101,95000,26900,0,4
PAL0202210102,95000,27800,0,4
PAL0202210103,95000,28700,0,4
PAL0202210301,95000,26900,1500,4
PAL0202210302,95000,27800,1500,4
PAL0202210303,95000,28700,1500,4
PAL0202210501,95000,26900,3000,4
PAL0202210502,95000,27800,3000,4
PAL0202210503,95000,28700,3000,4
PAL0202210701,95000,26900,4500,4
PAL0202210702,95000,27800,4500,4
PAL0202210703,95000,28700,4500,4
PAL0202210901,95000,26900,6000,4
PAL0202210902,95000,27800,6000,4
PAL0202210903,95000,28700,6000,4
PAL0202211101,95000,26900,7500,4
PAL0202211102,95000,27800,7500,4
PAL0202211103,95000,28700,7500,4
PAL0202211301,95000,26900,9000,4
PAL0202211302,95000,27800,9000,4
PAL0202211303,95000,28700,9000,4
PAL0202211501,95000,26900,10500,4
PAL0202211502,95000,27800,10500,4
PAL0202211503,95000,28700,10500,4
PAL0202220101,99700,26900,0,2
PAL0202220102,99700,27800,0,2
PAL0202220103,99700,28700,0,2
PAL0202220301,99700,26900,1500,2
PAL0202220302,99700,27800,1500,2
PAL0202220303,99700,28700,1500,2
PAL0202220501,99700,26900,3000,2
PAL0202220502,99700,27800,3000,2
PAL0202220503,99700,28700,3000,2
PAL0202220701,99700,26900,4500,2
PAL0202220702,99700,27800,4500,2
PAL0202220703,99700,28700,4500,2
PAL0202220901,99700,26900,6000,2
PAL0202220902,99700,27800,6000,2
PAL0202220903,99700,28700,6000,2
PAL0202221101,99700,26900,7500,2
PAL0202221102,99700,27800,7500,2
PAL0202221103,99700,28700,7500,2
PAL0202221301,99700,26900,9000,2
PAL0202221302,99700,27800,9000,2
PAL0202221303,99700,28700,9000,2
PAL0202221501,99700,26900,10500,2
PAL0202221502,99700,27800,10500,2
PAL0202221503,99700,28700,10500,2
PAL0202230101,95000,29600,0,4
PAL0202230102,95000,30500,0,4
PAL0202230103,95000,31400,0,4
PAL0202230301,95000,29600,1500,4
PAL0202230302,95000,30500,1500,4
PAL0202230303,95000,31400,1500,4
PAL0202230501,95000,29600,3000,4
PAL0202230502,95000,30500,3000,4
PAL0202230503,95000,31400,3000,4
PAL0202230701,95000,29600,4500,4
PAL0202230702,95000,30500,4500,4
PAL0202230703,95000,31400,4500,4
PAL0202230901,95000,29600,6000,4
PAL0202230902,95000,30500,6000,4
PAL0202230903,95000,31400,6000,4
PAL0202231101,95000,29600,7500,4
PAL0202231102,95000,30500,7500,4
PAL0202231103,95000,31400,7500,4
PAL0202231301,95000,29600,9000,4
PAL0202231302,95000,30500,9000,4
PAL0202231303,95000,31400,9000,4
PAL0202231501,95000,29600,10500,4
PAL0202231502,95000,30500,10500,4
PAL0202231503,95000,31400,10500,4
PAL0202240101,99700,29600,0,2
PAL0202240102,99700,30500,0,2
PAL0202240103,99700,31400,0,2
PAL0202240301,99700,29600,1500,2
PAL0202240302,99700,30500,1500,2
PAL0202240303,99700,31400,1500,2
PAL0202240501,99700,29600,3000,2
PAL0202240502,99700,30500,3000,2
PAL0202240503,99700,31400,3000,2
PAL0202240701,99700,29600,4500,2
PAL0202240702,99700,30500,4500,2
PAL0202240703,99700,31400,4500,2
PAL0202240901,99700,29600,6000,2
PAL0202240902,99700,30500,6000,2
PAL0202240903,99700,31400,6000,2
PAL0202241101,99700,29600,7500,2
PAL0202241102,99700,30500,7500,2
PAL0202241103,99700,31400,7500,2
PAL0202241301,99700,29600,9000,2
PAL0202241302,99700,30500,9000,2
PAL0202241303,99700,31400,9000,2
PAL0202241501,99700,29600,10500,2
PAL0202241502,99700,30500,10500,2
PAL0202241503,99700,31400,10500,2
PAL0202250101,95000,32300,0,4
PAL0202250102,95000,33200,0,4
PAL0202250103,95000,34100,0,4
PAL0202250301,95000,32300,1500,4
PAL0202250302,95000,33200,1500,4
PAL0202250303,95000,34100,1500,4
PAL0202250501,95000,32300,3000,4
PAL0202250502,95000,33200,3000,4
PAL0202250503,95000,34100,3000,4
PAL0202250701,95000,32300,4500,4
PAL0202250702,95000,33200,4500,4
PAL0202250703,95000,34100,4500,4
PAL0202250901,95000,32300,6000,4
PAL0202250902,95000,33200,6000,4
PAL0202250903,95000,34100,6000,4
PAL0202251101,95000,32300,7500,4
PAL0202251102,95000,33200,7500,4
PAL0202251103,95000,34100,7500,4
PAL0202251301,95000,32300,9000,4
PAL0202251302,95000,33200,9000,4
PAL0202251303,95000,34100,9000,4
PAL0202251501,95000,32300,10500,4
PAL0202251502,95000,33200,10500,4
PAL0202251503,95000,34100,10500,4
PAL0202260101,99700,32300,0,2
PAL0202260102,99700,33200,0,2
PAL0202260103,99700,34100,0,2
PAL0202260301,99700,32300,1500,2
PAL0202260302,99700,33200,1500,2
PAL0202260303,99700,34100,1500,2
PAL0202260501,99700,32300,3000,2
PAL0202260502,99700,33200,3000,2
PAL0202260503,99700,34100,3000,2
PAL0202260701,99700,32300,4500,2
PAL0202260702,99700,33200,4500,2
PAL0202260703,99700,34100,4500,2
PAL0202260901,99700,32300,6000,2
PAL0202260902,99700,33200,6000,2
PAL0202260903,99700,34100,6000,2
PAL0202261101,99700,32300,7500,2
PAL0202261102,99700,33200,7500,2
PAL0202261103,99700,34100,7500,2
PAL0202261301,99700,32300,9000,2
PAL0202261302,99700,33200,9000,2
PAL0202261303,99700,34100,9000,2
PAL0202261501,99700,32300,10500,2
PAL0202261502,99700,33200,10500,2
PAL0202261503,99700,34100,10500,2
PAL0202271101,95000,35000,7500,4
PAL0202271102,95000,35900,7500,4
PAL0202271103,95000,36800,7500,4
PAL0202271301,95000,35000,9000,4
PAL0202271302,95000,35900,9000,4
PAL0202271303,95000,36800,9000,4
PAL0202271501,95000,35000,10500,4
PAL0202271502,95000,35900,10500,4
PAL0202271503,95000,36800,10500,4
PAL0202281101,99700,35000,7500,2
PAL0202281102,99700,35900,7500,2
PAL0202281103,99700,36800,7500,2
PAL0202281301,99700,35000,9000,2
PAL0202281302,99700,35900,9000,2
PAL0202281303,99700,36800,9000,2
PAL0202281501,99700,35000,10500,2
PAL0202281502,99700,35900,10500,2
PAL0202281503,99700,36800,10500,2
PAL0203010101,95000,39500,0,4
PAL0203010102,95000,40400,0,4
PAL0203010103,95000,41300,0,4
PAL0203010301,95000,39500,1500,4
PAL0203010302,95000,40400,1500,4
PAL0203010303,95000,41300,1500,4
PAL0203010501,95000,39500,3000,4
PAL0203010502,95000,40400,3000,4
PAL0203010503,95000,41300,3000,4
PAL0203010701,95000,39500,4500,4
PAL0203010702,95000,40400,4500,4
PAL0203010703,95000,41300,4500,4
PAL0203010901,95000,39500,6000,4
PAL0203010902,95000,40400,6000,4
PAL0203010903,95000,41300,6000,4
PAL0203011101,95000,39500,7500,4
PAL0203011102,95000,40400,7500,4
PAL0203011103,95000,41300,7500,4
PAL0203011301,95000,39500,9000,4
PAL0203011302,95000,40400,9000,4
PAL0203011303,95000,41300,9000,4
PAL0203011501,95000,39500,10500,4
PAL0203011502,95000,40400,10500,4
PAL0203011503,95000,41300,10500,4
PAL0203020101,99700,39500,0,2
PAL0203020102,99700,40400,0,2
PAL0203020103,99700,41300,0,2
PAL0203020301,99700,39500,1500,2
PAL0203020302,99700,40400,1500,2
PAL0203020303,99700,41300,1500,2
PAL0203020501,99700,39500,3000,2
PAL0203020502,99700,40400,3000,2
PAL0203020503,99700,41300,3000,2
PAL0203020701,99700,39500,4500,2
PAL0203020702,99700,40400,4500,2
PAL0203020703,99700,41300,4500,2
PAL0203020901,99700,39500,6000,2
PAL0203020902,99700,40400,6000,2
PAL0203020903,99700,41300,6000,2
PAL0203021101,99700,39500,7500,2
PAL0203021102,99700,40400,7500,2
PAL0203021103,99700,41300,7500,2
PAL0203021301,99700,39500,9000,2
PAL0203021302,99700,40400,9000,2
PAL0203021303,99700,41300,9000,2
PAL0203021501,99700,39500,10500,2
PAL0203021502,99700,40400,10500,2
PAL0203021503,99700,41300,10500,2
PAL0203030101,95000,42200,0,4
PAL0203030102,95000,43100,0,4
PAL0203030103,95000,44000,0,4
PAL0203030301,95000,42200,1500,4
PAL0203030302,95000,43100,1500,4
PAL0203030303,95000,44000,1500,4
PAL0203030501,95000,42200,3000,4
PAL0203030502,95000,43100,3000,4
PAL0203030503,95000,44000,3000,4
PAL0203030701,95000,42200,4500,4
PAL0203030702,95000,43100,4500,4
PAL0203030703,95000,44000,4500,4
PAL0203030901,95000,42200,6000,4
PAL0203030902,95000,43100,6000,4
PAL0203030903,95000,44000,6000,4
PAL0203031101,95000,42200,7500,4
PAL0203031102,95000,43100,7500,4
PAL0203031103,95000,44000,7500,4
PAL0203031301,95000,42200,9000,4
PAL0203031302,95000,43100,9000,4
PAL0203031303,95000,44000,9000,4
PAL0203031501,95000,42200,10500,4
PAL0203031502,95000,43100,10500,4
PAL0203031503,95000,44000,10500,4
PAL0203040101,99700,42200,0,2
PAL0203040102,99700,43100,0,2
PAL0203040103,99700,44000,0,2
PAL0203040301,99700,42200,1500,2
PAL0203040302,99700,43100,1500,2
PAL0203040303,99700,44000,1500,2
PAL0203040501,99700,42200,3000,2
PAL0203040502,99700,43100,3000,2
PAL0203040503,99700,44000,3000,2
PAL0203040701,99700,42200,4500,2
PAL0203040702,99700,43100,4500,2
PAL0203040703,99700,44000,4500,2
PAL0203040901,99700,42200,6000,2
PAL0203040902,99700,43100,6000,2
PAL0203040903,99700,44000,6000,2
PAL0203041101,99700,42200,7500,2
PAL0203041102,99700,43100,7500,2
PAL0203041103,99700,44000,7500,2
PAL0203041301,99700,42200,9000,2
PAL0203041302,99700,43100,9000,2
PAL0203041303,99700,44000,9000,2
PAL0203041501,99700,42200,10500,2
PAL0203041502,99700,43100,10500,2
PAL0203041503,99700,44000,10500,2
PAL0203050101,95000,44900,0,4
PAL0203050102,95000,45800,0,4
PAL0203050103,95000,46700,0,4
PAL0203050301,95000,44900,1500,4
PAL0203050302,95000,45800,1500,4
PAL0203050303,95000,46700,1500,4
PAL0203050501,95000,44900,3000,4
PAL0203050502,95000,45800,3000,4
PAL0203050503,95000,46700,3000,4
PAL0203050701,95000,44900,4500,4
PAL0203050702,95000,45800,4500,4
PAL0203050703,95000,46700,4500,4
PAL0203050901,95000,44900,6000,4
PAL0203050902,95000,45800,6000,4
PAL0203050903,95000,46700,6000,4
PAL0203051101,95000,44900,7500,4
PAL0203051102,95000,45800,7500,4
PAL0203051103,95000,46700,7500,4
PAL0203051301,95000,44900,9000,4
PAL0203051302,95000,45800,9000,4
PAL0203051303,95000,46700,9000,4
PAL0203051501,95000,44900,10500,4
PAL0203051502,95000,45800,10500,4
PAL0203051503,95000,46700,10500,4
PAL0203060101,99700,44900,0,2
PAL0203060102,99700,45800,0,2
PAL0203060103,99700,46700,0,2
PAL0203060301,99700,44900,1500,2
PAL0203060302,99700,45800,1500,2
PAL0203060303,99700,46700,1500,2
PAL0203060501,99700,44900,3000,2
PAL0203060502,99700,45800,3000,2
PAL0203060503,99700,46700,3000,2
PAL0203060701,99700,44900,4500,2
PAL0203060702,99700,45800,4500,2
PAL0203060703,99700,46700,4500,2
PAL0203060901,99700,44900,6000,2
PAL0203060902,99700,45800,6000,2
PAL0203060903,99700,46700,6000,2
PAL0203061101,99700,44900,7500,2
PAL0203061102,99700,45800,7500,2
PAL0203061103,99700,46700,7500,2
PAL0203061301,99700,44900,9000,2
PAL0203061302,99700,45800,9000,2
PAL0203061303,99700,46700,9000,2
PAL0203061501,99700,44900,10500,2
PAL0203061502,99700,45800,10500,2
PAL0203061503,99700,46700,10500,2
PAL0203070101,95000,47600,0,4
PAL0203070102,95000,48500,0,4
PAL0203070103,95000,49400,0,4
PAL0203070301,95000,47600,1500,4
PAL0203070302,95000,48500,1500,4
PAL0203070303,95000,49400,1500,4
PAL0203070501,95000,47600,3000,4
PAL0203070502,95000,48500,3000,4
PAL0203070503,95000,49400,3000,4
PAL0203070701,95000,47600,4500,4
PAL0203070702,95000,48500,4500,4
PAL0203070703,95000,49400,4500,4
PAL0203070901,95000,47600,6000,4
PAL0203070902,95000,48500,6000,4
PAL0203070903,95000,49400,6000,4
PAL0203071101,95000,47600,7500,4
PAL0203071102,95000,48500,7500,4
PAL0203071103,95000,49400,7500,4
PAL0203071301,95000,47600,9000,4
PAL0203071302,95000,48500,9000,4
PAL0203071303,95000,49400,9000,4
PAL0203071501,95000,47600,10500,4
PAL0203071502,95000,48500,10500,4
PAL0203071503,95000,49400,10500,4
PAL0203080101,99700,47600,0,2
PAL0203080102,99700,48500,0,2
PAL0203080103,99700,49400,0,2
PAL0203080301,99700,47600,1500,2
PAL0203080302,99700,48500,1500,2
PAL0203080303,99700,49400,1500,2
PAL0203080501,99700,47600,3000,2
PAL0203080502,99700,48500,3000,2
PAL0203080503,99700,49400,3000,2
PAL0203080701,99700,47600,4500,2
PAL0203080702,99700,48500,4500,2
PAL0203080703,99700,49400,4500,2
PAL0203080901,99700,47600,6000,2
PAL0203080902,99700,48500,6000,2
PAL0203080903,99700,49400,6000,2
PAL0203081101,99700,47600,7500,2
PAL0203081102,99700,48500,7500,2
PAL0203081103,99700,49400,7500,2
PAL0203081301,99700,47600,9000,2
PAL0203081302,99700,48500,9000,2
PAL0203081303,99700,49400,9000,2
PAL0203081501,99700,47600,10500,2
PAL0203081502,99700,48500,10500,2
PAL0203081503,99700,49400,10500,2
PAL0203090101,95000,50300,0,4
PAL0203090102,95000,51200,0,4
PAL0203090103,95000,52100,0,4
PAL0203090301,95000,50300,1500,4
PAL0203090302,95000,51200,1500,4
PAL0203090303,95000,52100,1500,4
PAL0203090501,95000,50300,3000,4
PAL0203090502,95000,51200,3000,4
PAL0203090503,95000,52100,3000,4
PAL0203090701,95000,50300,4500,4
PAL0203090702,95000,51200,4500,4
PAL0203090703,95000,52100,4500,4
PAL0203090901,95000,50300,6000,4
PAL0203090902,95000,51200,6000,4
PAL0203090903,95000,52100,6000,4
PAL0203091101,95000,50300,7500,4
PAL0203091102,95000,51200,7500,4
PAL0203091103,95000,52100,7500,4
PAL0203091301,95000,50300,9000,4
PAL0203091302,95000,51200,9000,4
PAL0203091303,95000,52100,9000,4
PAL0203091501,95000,50300,10500,4
PAL0203091502,95000,51200,10500,4
PAL0203091503,95000,52100,10500,4
PAL0203100101,99700,50300,0,2
PAL0203100102,99700,51200,0,2
PAL0203100103,99700,52100,0,2
PAL0203100301,99700,50300,1500,2
PAL0203100302,99700,51200,1500,2
PAL0203100303,99700,52100,1500,2
PAL0203100501,99700,50300,3000,2
PAL0203100502,99700,51200,3000,2
PAL0203100503,99700,52100,3000,2
PAL0203100701,99700,50300,4500,2
PAL0203100702,99700,51200,4500,2
PAL0203100703,99700,52100,4500,2
PAL0203100901,99700,50300,6000,2
PAL0203100902,99700,51200,6000,2
PAL0203100903,99700,52100,6000,2
PAL0203101101,99700,50300,7500,2
PAL0203101102,99700,51200,7500,2
PAL0203101103,99700,52100,7500,2
PAL0203101301,99700,50300,9000,2
PAL0203101302,99700,51200,9000,2
PAL0203101303,99700,52100,9000,2
PAL0203101501,99700,50300,10500,2
PAL0203101502,99700,51200,10500,2
PAL0203101503,99700,52100,10500,2
PAL0203110101,95000,53000,0,4
PAL0203110102,95000,53900,0,4
PAL0203110103,95000,54800,0,4
PAL0203110301,95000,53000,1500,4
PAL0203110302,95000,53900,1500,4
PAL0203110303,95000,54800,1500,4
PAL0203110501,95000,53000,3000,4
PAL0203110502,95000,53900,3000,4
PAL0203110503,95000,54800,3000,4
PAL0203110701,95000,53000,4500,4
PAL0203110702,95000,53900,4500,4
PAL0203110703,95000,54800,4500,4
PAL0203110901,95000,53000,6000,4
PAL0203110902,95000,53900,6000,4
PAL0203110903,95000,54800,6000,4
PAL0203111101,95000,53000,7500,4
PAL0203111102,95000,53900,7500,4
PAL0203111103,95000,54800,7500,4
PAL0203111301,95000,53000,9000,4
PAL0203111302,95000,53900,9000,4
PAL0203111303,95000,54800,9000,4
PAL0203111501,95000,53000,10500,4
PAL0203111502,95000,53900,10500,4
PAL0203111503,95000,54800,10500,4
PAL0203120101,99700,53000,0,2
PAL0203120102,99700,53900,0,2
PAL0203120103,99700,54800,0,2
PAL0203120301,99700,53000,1500,2
PAL0203120302,99700,53900,1500,2
PAL0203120303,99700,54800,1500,2
PAL0203120501,99700,53000,3000,2
PAL0203120502,99700,53900,3000,2
PAL0203120503,99700,54800,3000,2
PAL0203120701,99700,53000,4500,2
PAL0203120702,99700,53900,4500,2
PAL0203120703,99700,54800,4500,2
PAL0203120901,99700,53000,6000,2
PAL0203120902,99700,53900,6000,2
PAL0203120903,99700,54800,6000,2
PAL0203121101,99700,53000,7500,2
PAL0203121102,99700,53900,7500,2
PAL0203121103,99700,54800,7500,2
PAL0203121301,99700,53000,9000,2
PAL0203121302,99700,53900,9000,2
PAL0203121303,99700,54800,9000,2
PAL0203121501,99700,53000,10500,2
PAL0203121502,99700,53900,10500,2
PAL0203121503,99700,54800,10500,2
PAL0203130101,95000,55700,0,4
PAL0203130102,95000,56600,0,4
PAL0203130103,95000,57500,0,4
PAL0203130301,95000,55700,1500,4
PAL0203130302,95000,56600,1500,4
PAL0203130303,95000,57500,1500,4
PAL0203130501,95000,55700,3000,4
PAL0203130502,95000,56600,3000,4
PAL0203130503,95000,57500,3000,4
PAL0203130701,95000,55700,4500,4
PAL0203130702,95000,56600,4500,4
PAL0203130703,95000,57500,4500,4
PAL0203130901,95000,55700,6000,4
PAL0203130902,95000,56600,6000,4
PAL0203130903,95000,57500,6000,4
PAL0203131101,95000,55700,7500,4
PAL0203131102,95000,56600,7500,4
PAL0203131103,95000,57500,7500,4
PAL0203131301,95000,55700,9000,4
PAL0203131302,95000,56600,9000,4
PAL0203131303,95000,57500,9000,4
PAL0203131501,95000,55700,10500,4
PAL0203131502,95000,56600,10500,4
PAL0203131503,95000,57500,10500,4
PAL0203140101,99700,55700,0,2
PAL0203140102,99700,56600,0,2
PAL0203140103,99700,57500,0,2
PAL0203140301,99700,55700,1500,2
PAL0203140302,99700,56600,1500,2
PAL0203140303,99700,57500,1500,2
PAL0203140501,99700,55700,3000,2
PAL0203140502,99700,56600,3000,2
PAL0203140503,99700,57500,3000,2
PAL0203140701,99700,55700,4500,2
PAL0203140702,99700,56600,4500,2
PAL0203140703,99700,57500,4500,2
PAL0203140901,99700,55700,6000,2
PAL0203140902,99700,56600,6000,2
PAL0203140903,99700,57500,6000,2
PAL0203141101,99700,55700,7500,2
PAL0203141102,99700,56600,7500,2
PAL0203141103,99700,57500,7500,2
PAL0203141301,99700,55700,9000,2
PAL0203141302,99700,56600,9000,2
PAL0203141303,99700,57500,9000,2
PAL0203141501,99700,55700,10500,2
PAL0203141502,99700,56600,10500,2
PAL0203141503,99700,57500,10500,2
PAL0203150101,95000,58400,0,4
PAL0203150102,95000,59300,0,4
PAL0203150103,95000,60200,0,4
PAL0203150301,95000,58400,1500,4
PAL0203150302,95000,59300,1500,4
PAL0203150501,95000,58400,3000,4
PAL0203150502,95000,59300,3000,4
PAL0203150701,95000,58400,4500,4
PAL0203150702,95000,59300,4500,4
PAL0203150901,95000,58400,6000,4
PAL0203150902,95000,59300,6000,4
PAL0203151101,95000,58400,7500,4
PAL0203151102,95000,59300,7500,4
PAL0203151301,95000,58400,9000,4
PAL0203151302,95000,59300,9000,4
PAL0203151501,95000,58400,10500,4
PAL0203151502,95000,59300,10500,4
PAL0203160101,99700,58400,0,2
PAL0203160102,99700,59300,0,2
PAL0203160103,99700,60200,0,2
PAL0203160302,99700,59300,1500,2
PAL0203160303,99700,60200,1500,2
PAL0203160502,99700,59300,3000,2
PAL0203160503,99700,60200,3000,2
PAL0203160702,99700,59300,4500,2
PAL0203160703,99700,60200,4500,2
PAL0203160902,99700,59300,6000,2
PAL0203160903,99700,60200,6000,2
PAL0203161102,99700,59300,7500,2
PAL0203161103,99700,60200,7500,2
PAL0203161302,99700,59300,9000,2
PAL0203161303,99700,60200,9000,2
PAL0203161502,99700,59300,10500,2
PAL0203161503,99700,60200,10500,2
PAL0212010401,101000,0,0,4
PAL0212010402,101000,900,0,4
PAL0212010403,101000,1800,0,4
PAL0212010501,101000,0,3000,4
PAL0212010502,101000,900,3000,4
PAL0212010503,101000,1800,3000,4
PAL0212010701,101000,0,4500,4
PAL0212010702,101000,900,4500,4
PAL0212010703,101000,1800,4500,4
PAL0212010901,101000,0,6000,4
PAL0212010902,101000,900,6000,4
PAL0212010903,101000,1800,6000,4
PAL0212011101,101000,0,7500,4
PAL0212011102,101000,900,7500,4
PAL0212011103,101000,1800,7500,4
PAL0212011301,101000,0,9000,4
PAL0212011302,101000,900,9000,4
PAL0212011303,101000,1800,9000,4
PAL0212011501,101000,0,10500,4
PAL0212011502,101000,900,10500,4
PAL0212011503,101000,1800,10500,4
PAL0212020401,105700,0,0,2
PAL0212020402,105700,900,0,2
PAL0212020403,105700,1800,0,2
PAL0212020501,105700,0,3000,2
PAL0212020502,105700,900,3000,2
PAL0212020503,105700,1800,3000,2
PAL0212020701,105700,0,4500,2
PAL0212020702,105700,900,4500,2
PAL0212020703,105700,1800,4500,2
PAL0212020901,105700,0,6000,2
PAL0212020902,105700,900,6000,2
PAL0212020903,105700,1800,6000,2
PAL0212021101,105700,0,7500,2
PAL0212021102,105700,900,7500,2
PAL0212021103,105700,1800,7500,2
PAL0212021301,105700,0,9000,2
PAL0212021302,105700,900,9000,2
PAL0212021303,105700,1800,9000,2
PAL0212021501,105700,0,10500,2
PAL0212021502,105700,900,10500,2
PAL0212021503,105700,1800,10500,2
PAL0212030401,101000,2700,0,4
PAL0212030501,101000,2700,3000,4
PAL0212030701,101000,2700,4500,4
PAL0212031101,101000,2700,7500,4
PAL0212031301,101000,2700,9000,4
PAL0212031501,101000,2700,10500,4
PAL0212040401,105700,2700,0,2
PAL0212040402,105700,3600,0,2
PAL0212040403,105700,4500,0,2
PAL0212040501,105700,2700,3000,2
PAL0212040502,105700,3600,3000,2
PAL0212040503,105700,4500,3000,2
PAL0212040701,105700,2700,4500,2
PAL0212040702,105700,3600,4500,2
PAL0212040703,105700,4500,4500,2
PAL0212040901,105700,2700,6000,2
PAL0212040902,105700,3600,6000,2
PAL0212040903,105700,4500,6000,2
PAL0212041101,105700,2700,7500,2
PAL0212041102,105700,3600,7500,2
PAL0212041103,105700,4500,7500,2
PAL0212041301,105700,2700,9000,2
PAL0212041302,105700,3600,9000,2
PAL0212041303,105700,4500,9000,2
PAL0212041501,105700,2700,10500,2
PAL0212041502,105700,3600,10500,2
PAL0212041503,105700,4500,10500,2
PAL0212050401,101000,5400,0,4
PAL0212050402,101000,6300,0,4
PAL0212050403,101000,7200,0,4
PAL0212050501,101000,5400,3000,4
PAL0212050502,101000,6300,3000,4
PAL0212050503,101000,7200,3000,4
PAL0212050701,101000,5400,4500,4
PAL0212050702,101000,6300,4500,4
PAL0212050703,101000,7200,4500,4
PAL0212050901,101000,5400,6000,4
PAL0212050902,101000,6300,6000,4
PAL0212050903,101000,7200,6000,4
PAL0212051101,101000,5400,7500,4
PAL0212051102,101000,6300,7500,4
PAL0212051103,101000,7200,7500,4
